Tilltalsnamn,Antal bärare
SLEMAN,36
SLEWA,6
SLEYMAN,6
SLIM,33
SLIMAN,19
SLIMANE,5
SLIVAN,2
SLIWA,2
SLMAN,4
SLOBODAN,392
SLOBODANCHO,3
SLUGGO,2
SLY,2
SLYMAN,2
SM,5
SMAIL,114
SMAIN,10
SMAJIL,18
SMAJL,19
SMAJO,30
SMAN,2
SMÁRI,2
SMART,3
SMBAT,3
SMEEH,2
SMILJAN,5
SMILLA,2
SMIT,3
SMITH,10
SMKO,2
SMOAL,2
SMON,12
SMRET,8
SMRUTI,3
SMYAN,2
SNEHANGSHU,2
SNEHASIS,2
SNICKAR,4
SNILD,2
SNOBBEN,2
SNORRE,12
SNORRI,11
SNÖBJÖRN,2
SO,5
SOA,2
SOAD,3
SOAN,3
SOAR,11
SOARA,2
SOBAN,4
SOBHA-AH,3
SOBHAN,64
SOBHANALLAH,2
SOBHE,5
SOBHI,59
SOBHY,9
SOBIN,2
SOBIR,9
SOBIRJON,2
SOBUR,2
SOCRATES,11
SODA,2
SODAD,3
SODAIS,3
SODBILEG,3
SODEEQ,2
SODIK,2
SODIQ,3
SOE,15
SOFANIAS,2
SOFIA,6
SOFIAN,52
SOFIANE,47
SOFIE,5
SOFIEN,13
SOFIENE,5
SOFOKLIS,10
SOFONIAS,13
SOFONIYAS,2
SOFONYAS,4
SOFUS,36
SOFYAN,26
SOGHOMON,2
SOHAEB,4
SOHAG,4
SOHAIB,102
SOHAIL,126
SOHAM,20
SOHAN,11
SOHAYB,5
SOHEB,6
SOHEIB,12
SOHEIL,190
SOHEL,33
SOHELL,2
SOHEYB,2
SOHEYL,11
SOHIB,5
SOHIL,17
SOHRAB,127
SOI,4
SOINI,14
SOKO,3
SOKOL,62
SOKOLE,2
SOKOLJ,3
SOKRAT,7
SOKRATES,15
SOKRATIS,27
SOL,23
SOLA,4
SOLAF,3
SOLAIMAN,30
SOLAKA,2
SOLAN,5
SOLAYMAN,7
SOLDAN,3
SOLE,3
SOLEIL,2
SOLEIMAN,40
SOLEMAN,11
SOLEYMAN,15
SOLIEMAN,2
SOLIM,2
SOLIMAN,43
SOLIS,3
SOLMAN,3
SOLO,8
SOLOMAN,2
SOLOMON,446
SOLOMUN,22
SOLTAN,38
SOLYMAN,2
SOM,3
SOMA,17
SOMAN,2
SOMAR,42
SOMASHEKAR,2
SOMASUNDARAM,3
SOMBOON,6
SOMCHAI,18
SOMCHAT,2
SOMDET,3
SOMER,6
SOMESH,8
SOMI,4
SOMIL,2
SOMJAI,2
SOMJIT,3
SOMKIAT,5
SOMKID,3
SOMMAI,4
SOMMAR,2
SOMNATH,4
SOMNUEK,2
SOMNUK,2
SOMPHONG,2
SOMPHOT,2
SOMPON,2
SOMPONG,8
SOMPORN,4
SOMRAK,2
SOMSAK,19
SOMTOCHUKWU,3
SOMYA,2
SON,48
SONA,2
SONAM,4
SONAY,4
SONDRE,66
SONE,41
SONER,72
SONG,18
SONGKRAM,2
SONGKRAN,2
SONGSAK,3
SONGSIT,2
SONGTAO,3
SONGWUT,3
SONGYU,2
SONGYUAN,3
SONI,5
SONIC,8
SONIL,5
SONIT,2
SONJA,2
SONJE,4
SONJOY,2
SONNE,7
SONNEY,3
SONNI,15
SONNIE,34
SONNY,1835
SONTAYA,4
SONU,4
SONY,18
SOO,8
SOOD,2
SOON,5
SOORAJ,3
SOPHEA,2
SOPHIA,3
SOPHIAN,2
SOPHIE,3
SOPHIEN,2
SOPHONIAS,2
SOPON,2
SORA,6
SORAB,3
SORAJ,4
SORAN,241
SORAPHONG,2
SORASAK,5
SORAWIT,3
SOREEN,3
SOREL,2
SOREN,48
SORENA,14
SORES,5
SORIBA,2
SORIE,3
SORIN,171
SORIN-ADRIAN,2
SORINEL,6
SORIN-IONUT,2
SORIN-VASILE,2
SORKEW,2
SORNA,2
SORNNARIN,2
SOROOSH,18
SOROR,2
SOROSH,24
SOROUSH,69
SORUSH,8
SOS,3
SOSHIANS,2
SOSLAN,5
SOSO,2
SOSSIO,2
SOSUKE,3
SOTA,5
SOTE,3
SOTERIOS,3
SOTERIS,3
SOTIR,10
SOTIRAKI,2
SOTIRAQ,4
SOTIRIOS,102
SOTIRIS,19
SOUBAN,2
SOUBHI,21
SOUD,17
SOUDAIS,2
SOUFIAN,30
SOUFIANE,51
SOUFIEN,5
SOUFYAN,4
SOUFYANE,3
SOUHAIB,11
SOUHAIL,18
SOUHAYB,2
SOUHEIL,39
SOUHEL,17
SOUHIB,5
SOUHIL,8
SOUL,3
SOULAIMAN,7
SOULAYMAN,3
SOULEIMAN,11
SOULEIMANE,2
SOULEIMEN,2
SOULEMAN,5
SOULEYMAN,2
SOULEYMANE,21
SOULIMAN,8
SOULTAN,3
SOUMAILA,2
SOUMAR,6
SOUMEN,4
SOUMER,4
SOUMIK,3
SOUMITRA,4
SOUMY,2
SOUMYA,5
SOUMYADEEP,3
SOUMYAJIT,5
SOURAB,4
SOURABH,11
SOURAN,2
SOURAV,30
SOUREN,9
SOURENA,6
SOURIN,3
SOURISH,4
SOUROSH,3
SOUVIK,9
SOYA,2
SOYOMBO,3
SOZDAR,12
SOZVAN,2
SPAHO,3
SPANDAN,3
SPARTACUS,3
SPARTAK,15
SPAS,5
SPASA,2
SPASE,2
SPASOJA,3
SPASOJE,5
SPEJTIM,4
SPENCER,110
SPEND,3
SPENDI,2
SPENDIM,2
SPERO,2
SPETIM,2
SPIKE,12
SPILIOS,3
SPIN,2
SPINGHAR,2
SPIRE,2
SPIRIDON,41
SPIRIT,2
SPIRO,22
SPIROS,47
SPIROU,2
SPJUT,2
SPOMENKO,8
SPYRIDON,89
SPYRO,2
SPYROS,13
SPÄNNAR,2
SRAFIEL,4
SRAJ,3
SRAVAN,15
SRBA,8
SRBISLAV,2
SRBOBRAN,2
SRBOLJUB,16
SRDAN,145
SRDAR,2
SRDJA,2
SRDJAN,114
SRDZAN,2
SREBRE,3
SRECKO,68
SRECO,2
SREE,9
SREEDHAR,3
SREEHARI,6
SREEJITH,7
SREEKANTH,18
SREEKUTTAN,2
SREELAL,2
SREENATH,4
SREENIVAS,4
SREENIVASA,7
SREENIVASULU,4
SREERAJ,3
SRETEN,31
SRETKO,9
SRETO,12
SREYAS,2
SRGJAN,2
SRI,58
SRIBALAJI,2
SRIDHAR,26
SRIDHARAN,4
SRIHAN,2
SRIHARI,2
SRIHARSHA,5
SRIJAN,6
SRIKANTH,56
SRIKANTHAN,3
SRIKAR,6
SRIKRISHNA,2
SRINADH,2
SRINATH,14
SRINIDHI,3
SRINIVAS,49
SRINIVASA,23
SRINIVASAN,16
SRINIVASULU,6
SRINU,3
SRIRAM,33
SRIVATHSA,3
SRIVATSA,2
SRIVIJAY,2
SRIYAN,5
SRIYANSH,3
SROD,15
SROOD,4
SROR,4
SROUD,4
SROUR,2
SRUD,5
SRUJAN,4
SRUSH,2
SSALI,3
SSOZI,2
STACEY,3
STACY,2
STAEL,2
STAFAN,3
STAFFAN,6788
STALIN,4
STAMATIOS,19
STAMATIS,10
STAMENKO,4
STAN,12
STANCHO,3
STANCO,2
STANDLEY,3
STANFORD,5
STANIMIR,21
STANIS,2
STANISA,18
STANISLAS,11
STANISLAU,5
STANISLAUS,3
STANISLAV,262
STANISLAVS,5
STANISLAW,426
STANISLOVAS,11
STANKO,85
STANLEY,298
STANLY,9
STANOJE,13
STANY,2
STAR,26
STARKE,2
STAS,4
STASS,2
STASYS,29
STATHIS,7
STAVIO,2
STAVRE,2
STAVRO,28
STAVROS,192
STAVYA,4
STAWOMIR,3
STAX,2
STEAVAN,2
STEBAN,2
STEEFAN,2
STEEN,170
STEEN ÅKE,2
STEEV,3
STEEVE,8
STEEVEN,3
STEF,12
STEFAHN,2
STEFAN,43660
STEFÁN,24
STÉFAN,5
STEFAN JOHANNES,2
STEFAN-ADRIAN,2
STEFAN-CIPRIAN,2
STEFAN-CRISTIAN,3
STEFAN-DANIEL,4
STEFANEL,5
STEFANITA,3
STEFAN-LIVIU,2
STEFAN-MARIAN,2
STEFANO,290
STEFANOS,186
STEFANOUS,2
STEFANS,3
STEFANUS,9
STEFCE,4
STEFF,5
STEFFAN,82
STEFFEN,200
STEFFO,7
STEFHAN,57
STEFHEN,2
STEFO,5
STEIF,2
STEIN,117
STEIN ERIK,2
STEINAR,132
STEINBERG,2
STEINDOR,2
STEINE,5
STEINER,3
STEIN-ERIK,2
STEINGRIMUR,5
STEINN,6
STEINULF,2
STEIN-ÅGE,2
STELIAN,46
STELICA,2
STELIO,8
STELIOS,33
STELLA,7
STELLAN,1925
STELLIO,2
STELLIOS,4
STEN,8322
STEN ALLAN,4
STEN ANDERS,4
STEN ARNE,19
STEN AXEL,4
STEN BERTIL,3
STEN BÖRJE,3
STEN EBBE,2
STEN ERIK,53
STEN EVERT,2
STEN GUNNAR,11
STEN GÖRAN,15
STEN HUGO,2
STEN HÅKAN,4
STEN INGE,37
STEN INGVAR,2
STEN IVAN,3
STEN OLA,4
STEN OLOF,50
STEN OLOV,27
STEN OVE,32
STEN RUNE,5
STEN STURE,10
STEN TAGE,2
STEN YNGVE,2
STEN ÅKE,170
STEN ÖRJAN,2
STEN-ALLAN,3
STEN-ANDERS,8
STEN-ARNE,17
STEN-AXEL,5
STEN-BERTIL,5
STENBJÖRN,2
STENDY,3
STENE,4
STEN-EGERT,2
STENER,3
STEN-ERIC,17
STEN-ERIK,96
STEN-ERLAND,2
STEN-EVERT,2
STEN-GUNNAR,14
STEN-GUSTAV,2
STEN-GÖRAN,30
STEN-HÅKAN,4
STEN-INGE,70
STEN-INGVAR,8
STENIS,2
STEN-IVAR,2
STENKIL,2
STENLEY,6
STENLY,2
STEN-MAGNUS,6
STEN-OLA,8
STEN-OLE,2
STEN-OLLE,4
STEN-OLOF,95
STEN-OLOV,44
STEN-OTTO,3
STEN-OVE,82
STEN-OWE,5
STEN-ROGER,2
STEN-RUNE,4
STEN-STURE,21
STEN-ULRIK,3
STEN-UNO,6
STEN-URBAN,3
STEN-YNGVE,2
STEN-ÅKE,343
STEPAN,60
STEPÁN,3
STEPANS,3
STEPHAN,1009
STEPHANE,51
STÉPHANE,51
STEPHANO,10
STEPHANOS,8
STEPHANUS,11
STEPHEN,754
STEPONAS,5
STERGIOS,40
STERGOS,6
STERIAN,2
STERICA,2
STERLING,4
STERN,19
STERNE,4
STERNER,14
STEV,5
STEVA,3
STEVAN,168
STEVANUS,2
STEVCE,7
STEVCHE,5
STEVCHO,2
STEVE,809
STEVEN,870
STEVENS,6
STEVENSON,2
STEVICA,17
STEVIE,11
STEVIN,3
STEVN,2
STEVO,58
STEWART,41
STEWE,81
STEWEN,17
STHEFAN,9
STHEN,5
STHEVE,2
STHIG,2
STHURE,4
STIAN,53
STICKAN,5
STICKO,4
STIEG,27
STIERN,2
STIEVE,4
STIEVEN,2
STIF,5
STIFANOS,3
STIG,18653
STIG AGNE,2
STIG ALLAN,11
STIG ANDERS,7
STIG ARNE,103
STIG BERTIL,8
STIG BJÖRN,2
STIG BÖRJE,2
STIG ERIK,27
STIG EVERT,4
STIG GUNNAR,20
STIG GÖRAN,43
STIG INGE,5
STIG LENNART,37
STIG MAGNUS,2
STIG OLA,8
STIG OLLE,3
STIG OLOF,56
STIG OLOV,25
STIG OVE,34
STIG ROBERT,2
STIG ROLAND,3
STIG RUNE,3
STIG UNO,3
STIG ÅKE,65
STIG ÖRJAN,2
STIG-ALLAN,7
STIG-ANDERS,10
STIG-ARNE,109
STIG-AXEL,3
STIG-BERTIL,6
STIGBJÖRN,22
STIG-BJÖRN,11
STIG-BÖRJE,5
STIG-CHRISTER,2
STIG-ERIC,8
STIG-ERIK,48
STIGERT,4
STIG-EVERT,6
STIGGE,2
STIG-GEORG,2
STIG-GUNNAR,12
STIG-GUSTAV,3
STIG-GÖRAN,73
STIG-GÖTE,2
STIGH,3
STIG-HÅKAN,6
STIG-INGE,8
STIG-LENNART,24
STIG-OLA,17
STIG-OLE,2
STIG-OLLE,2
STIG-OLOF,90
STIG-OLOV,44
STIG-OVE,58
STIG-OWE,2
STIG-ROLAND,5
STIG-RONNY,2
STIG-RUNE,3
STIG-UNO,5
STIGÅKE,2
STIG-ÅKE,91
STIJEPAN,2
STIJN,26
STILES,2
STILIAN,3
STILIANOS,32
STILIYAN,6
STILJAN,2
STIPAN,8
STIPE,25
STIPO,44
STIRLING,2
STIV,19
STIVAN,20
STIVE,5
STIVEN,46
STIVI,2
STJEPAN,133
STJEPO,2
STOFFE,8
STOIL,4
STOJADIN,10
STOJAN,112
STOJANCE,5
STOJANCHE,4
STOJANCHO,2
STOJCHE,2
STOJKO,5
STOJMIR,3
STOLE,2
STONE,2
STORM,55
STORMUR,3
STOYAN,31
STOYANCHE,2
STOYANCHO,4
STOYCHO,2
STOYKO,3
STOYTCHO,2
STRAHIL,2
STRAHINJA,59
STRASO,2
STRATOS,7
STREBRE,2
STRIGGE,2
STRIX,2
STRUAN,6
STUART,180
STURE,3743
STURLA,11
STURLE,5
STUSSPJONS,4
STYLIANOS,57
STYRBJÖRN,145
STYRMIR,6
STÅLE,27
STÖVLING,2
SU,8
SUAD,230
SUADAD,2
SUAN,7
SUAREZ,4
SUAT,102
SUAYIP,13
SUBAHAT,2
SUBAIR,3
SUBASH,10
SUBAYR,6
SUBBA,3
SUBBARAYUDU,2
SUBBIAH,3
SUBEEDEI,2
SUBEER,29
SUBEIR,4
SUBER,31
SUBEYR,16
SUBHA-AH,6
SUBHABRATA,3
SUBHADEEP,4
SUBHADIP,2
SUBHAJIT,3
SUBHAM,5
SUBHAN,49
SUBHAS,2
SUBHASH,12
SUBHASHIS,2
SUBHASIS,3
SUBHASISH,3
SUBHAYAN,2
SUBHE,3
SUBHI,103
SUBHRA,2
SUBHY,2
SUBI,3
SUBIN,8
SUBIR,5
SUBODH,2
SUBRAHMANYAM,4
SUBRAMANIAN,10
SUBRAMANYA,7
SUBRAT,5
SUBRATA,8
SUBROTO,2
SUCCESS,8
SUCHART,2
SUCHAT,5
SUCHIT,2
SUCKO,2
SUCO,2
SUCRIJA,2
SUCRO,8
SUDAD,11
SUDAHAN,6
SUDAIS,43
SUDAISI,7
SUDAN,4
SUDARSAN,7
SUDARSHAN,11
SUDASI,2
SUDAYS,6
SUDAYSI,21
SUDEEP,9
SUDEES,2
SUDEESH,2
SUDEIS,15
SUDERSHAN,2
SUDES,7
SUDESH,4
SUDESI,4
SUDEYS,22
SUDEYSI,17
SUDHA,3
SUDHAGARAN,2
SUDHAKAR,13
SUDHAN,2
SUDHANSHU,9
SUDHANSU,2
SUDHARSAN,3
SUDHARSHAN,3
SUDHEER,11
SUDHEESH,3
SUDHIR,13
SUDI,7
SUDIAS,3
SUDIP,12
SUDIPTA,7
SUDQI,3
SUEB,2
SUEJB,2
SUEL,5
SUFFIAN,2
SUFI,2
SUFIAN,49
SUFIYAN,6
SUFJAN,13
SUFYAAN,7
SUFYAN,75
SUGAAL,4
SUGAL,3
SUGAM,2
SUGANTHAN,2
SUGAR,2
SUGULE,2
SUGUMAR,3
SUGUMARAN,2
SUHAAN,2
SUHAB,5
SUHAD,3
SUHAEB,2
SUHAIB,115
SUHAIL,62
SUHAIMI,4
SUHAIR,3
SUHAL,2
SUHAM,2
SUHAMET,3
SUHAN,5
SUHAS,19
SUHAYB,95
SUHAYEB,2
SUHAYL,3
SUHEB,32
SUHEEB,12
SUHEEL,2
SUHEIB,29
SUHEIL,32
SUHEJB,3
SUHEL,26
SUHEYB,72
SUHEYL,4
SUHIB,5
SUHIEL,2
SUHIL,19
SUHRAB,10
SUHRAN,3
SUHROB,6
SUHYUN,2
SUI,13
SUJAD,2
SUJAN,16
SUJANTHAN,2
SUJAY,13
SUJEET,7
SUJEEVAN,2
SUJEEWA,3
SUJINTHAN,2
SUJIT,13
SUJITH,10
SUKEERTH,2
SUKESH,3
SUKHBAATAR,5
SUKHBAT,3
SUKHCHAIN,3
SUKHDEEP,4
SUKHDEV,16
SUKHJEET,3
SUKHJINDER,3
SUKHJIT,2
SUKHJIWAN,2
SUKHMAN,3
SUKHMEET,2
SUKHMINDER,2
SUKHPAL,6
SUKHPREET,2
SUKHRAB,3
SUKHRAJ,3
SUKHROB,16
SUKHVINDER,2
SUKHVIR,3
SUKHWINDER,12
SUKRI,11
SUKRIJA,12
SUKRIT,4
SUKRU,4
SUKSAN,3
SUKSAWAT,2
SUKUMARAN,2
SULA,3
SULABH,3
SULAF,3
SULAIMAN,277
SULAMAN,3
SULAY,3
SULAYMAAN,3
SULAYMAN,128
SULD,4
SULDAAN,6
SULDAN,22
SULE,4
SULEIMAN,239
SULEJMAN,157
SULEJMEN,3
SULEMAN,109
SULEMANA,2
SULEV,12
SULEVI,15
SULEYMAAN,3
SULEYMAN,168
SULIAMAN,4
SULIEMAN,11
SULIM,4
SULIMAN,128
SULIN,2
SULJA,4
SULJEJMAN,2
SULJEMAN,3
SULJO,43
SULLAY,2
SULLE,4
SULLIVAN,2
SULLTAN,4
SULMAN,5
SULO,70
SULTAN,361
SULTIJAN,2
SULTON,2
SULUB,4
SULYMAN,5
SUM,4
SUMAILA,2
SUMAIR,3
SUMAN,48
SUMANT,3
SUMANTH,12
SUMAR,3
SUMAT,2
SUMBAT,2
SUMEDH,4
SUMEDHA,2
SUMEET,13
SUMER,8
SUMESH,3
SUMET,7
SUMIT,65
SUMITH,7
SUMIYABAZAR,5
SUMMER,4
SUMON,19
SUMPUN,2
SUMRAN,2
SUMUKH,2
SUN,14
SUNAI,2
SUNAJ,12
SUNAN,2
SUNAY,11
SUNDAR,7
SUNDARA,6
SUNDARAM,3
SUNDARAMOORTHY,2
SUNDARRAJAN,2
SUNDAY,38
SUNDEEP,5
SUNE,4230
SUNEEL,6
SUNEET,2
SUNERA,3
SUNETH,2
SUNG,20
SUNIL,99
SUNILKUMAR,5
SUNISH,2
SUNIT,5
SUNITH,2
SUNJIE,2
SUNN,2
SUNNAT,3
SUNNE,3
SUNNY,80
SUNTHON,2
SUNTHORN,3
SUNWOO,3
SUPACHAI,5
SUPAKORN,7
SUPANAT,2
SUPARERK,2
SUPAT,3
SUPHACHAI,6
SUPHACHOK,3
SUPHAKIT,8
SUPHAKORN,4
SUPHAN,2
SUPHANAT,2
SUPHAP,2
SUPHAROEK,2
SUPHASAN,2
SUPHAT,3
SUPHI,10
SUPHOT,2
SUPJAN,2
SUPOT,2
SUPPACHAI,3
SUPPHAKON,2
SUPREETH,3
SUPRIM,2
SUPRIYO,2
SUPUN,3
SURAB,2
SURACHAI,14
SURACHET,6
SURACHIT,2
SURADET,3
SURAFEAL,4
SURAFEL,24
SURAFIAL,5
SURAFIEL,26
SURAFUEL,2
SURAHATA,3
SURAJ,60
SURAJIT,6
SURAN,3
SURANAT,2
SURAPAT,2
SURAPHONG,2
SURAPONG,3
SURASAK,18
SURASIT,4
SURASUK,2
SURAT,6
SURAWUT,3
SURAY,4
SUREN,22
SURENA,3
SURENDAR,3
SURENDER,8
SURENDRA,19
SURENDRAN,2
SURENDRANATH,2
SURESH,78
SURESHKUMAR,5
SURIJA,3
SURIN,5
SURINDER,12
SURIYA,17
SURIYON,2
SURJEET,3
SURJIT,10
SUROCH,2
SUROOR,2
SUROSH,6
SURYA,31
SURYANSH,5
SUSHANT,10
SUSHANTA,4
SUSHANTH,6
SUSHEN,2
SUSHIL,17
SUSHRUT,3
SUSHRUTH,3
SUSUMU,6
SUTAD,2
SUTAY,3
SUTEE,5
SUTHAKARAN,2
SUTHARSAN,3
SUTHAT,6
SUTHEP,4
SUTHIN,2
SUTTHIPHONG,3
SUTTHIPONG,3
SUTTINAN,2
SUTTIPONG,2
SUTTIRAK,3
SUUD,2
SUUDI,2
SUVAD,49
SUVAN,3
SUVASH,2
SUVEER,2
SUWAN,6
SUWAR,4
SUWAT,5
SUWATCHAI,3
SUWIN,2
SUWIT,5
SUYASH,7
SUYOG,2
SUYUN,2
SUZE,2
SVAJUNAS,16
SVAN,3
SVANTE,5122
SVANTHE,2
SVANUR,2
SVARVAR,2
SVASSE,2
SVAVAR,5
SVEDJE,2
SVEHN,2
SVEIN,189
SVEIN ERIK,6
SVEIN TORE,2
SVEIN-ARNE,2
SVEINBJÖRN,7
SVEIN-ERIK,5
SVEIN-IVAR,2
SVEINN,17
SVEINUNG,12
SVEJDE,2
SVEMPA,3
SVEN,28509
SVEN AGNE,3
SVEN ALLAN,9
SVEN ANDERS,41
SVEN ARNE,132
SVEN AXEL,8
SVEN BERTIL,56
SVEN BIRGER,5
SVEN BÖRJE,8
SVEN EGON,3
SVEN ELIS,2
SVEN ENAR,2
SVEN ERIC,38
SVEN ERIK,1030
SVEN EVERT,15
SVEN GEORG,3
SVEN GUNNAR,156
SVEN GUSTAV,7
SVEN GÖRAN,93
SVEN GÖSTA,11
SVEN GÖTE,2
SVEN HARRY,2
SVEN HENRIK,5
SVEN HUGO,2
SVEN HÅKAN,5
SVEN INGE,100
SVEN INGEMAR,4
SVEN INGMAR,4
SVEN INGVAR,54
SVEN IVAN,5
SVEN IVAR,21
SVEN JOHAN,7
SVEN KRISTER,2
SVEN LENNART,5
SVEN MAGNUS,3
SVEN MARTIN,2
SVEN OLA,7
SVEN OLAV,3
SVEN OLLE,14
SVEN OLOF,551
SVEN OLOV,209
SVEN OTTO,6
SVEN OVE,101
SVEN OWE,3
SVEN PETER,3
SVEN ROBERT,2
SVEN ROLAND,4
SVEN RUNE,6
SVEN TAGE,2
SVEN TORE,3
SVEN UNO,10
SVEN YNGVE,7
SVEN ÅKE,498
SVEN-AGNE,2
SVEN-ALF,2
SVEN-ALLAN,12
SVEN-ANDERS,78
SVEN-ANE,2
SVEN-ARNE,198
SVEN-ARVID,2
SVEN-AXEL,26
SVEN-BERNHARD,3
SVEN-BERTIL,104
SVEN-BIRGER,2
SVENBJÖRN,2
SVEN-BÖRJE,12
SVEN-CHRISTER,9
SVEN-CHRISTIAN,2
SVEND,163
SVEND AAGE,7
SVEND ERIK,11
SVEND-AAGE,3
SVEN-DAVID,6
SVEND-ERIK,8
SVEND-ÅGE,2
SVEND-ÅKE,2
SVEN-EINAR,2
SVEN-ELIS,2
SVEN-ELOF,2
SVEN-EMIL,5
SVEN-ENAR,2
SVENERIC,17
SVEN-ERIC,210
SVEN-ERICK,3
SVENERIK,11
SVEN-ERIK,2177
SVEN-ERLAND,2
SVEN-ESKIL,2
SVEN-EVAN,2
SVEN-EVERT,18
SVEN-FILIP,2
SVEN-FOLKE,2
SVEN-GEORG,2
SVENGUNNAR,2
SVEN-GUNNAR,178
SVEN-GUSTAF,12
SVEN-GUSTAV,11
SVEN-GÖRAN,162
SVEN-GÖSTA,24
SVEN-GÖTE,4
SVEN-HARALD,4
SVEN-HARRY,3
SVEN-HENRIK,11
SVEN-HOLGER,6
SVEN-HUGO,11
SVEN-HÅKAN,12
SVEN-INGE,180
SVEN-INGEMAR,4
SVEN-INGMAR,7
SVEN-INGVAR,97
SVEN-IVAN,10
SVEN-IVAR,36
SVEN-JOHAN,19
SVEN-JÖRGEN,3
SVEN-LENNART,5
SVEN-MAGNUS,7
SVEN-MARCUS,2
SVEN-MARTIN,5
SVEN-MICHAEL,3
SVEN-MIKAEL,2
SVENN,14
SVENN ERIK,3
SVENNA,3
SVENNE,55
SVENN-ERIK,2
SVENNING,15
SVENNY,2
SVEN-OLA,30
SVEN-OLAV,5
SVEN-OLE,6
SVEN-OLLE,30
SVENOLOF,5
SVEN-OLOF,1213
SVEN-OLOV,450
SVEN-OSCAR,2
SVEN-OSKAR,2
SVEN-OTTO,15
SVEN-OVE,234
SVEN-OWE,11
SVEN-PATRIK,2
SVEN-PETER,5
SVEN-RICKARD,3
SVEN-ROBERT,4
SVEN-ROLAND,4
SVEN-RUNE,16
SVENS,4
SVEN-THOMAS,2
SVEN-TOMMY,3
SVEN-TORE,7
SVEN-ULRIK,3
SVEN-UNO,16
SVEN-YLVE,2
SVEN-YNGVE,7
SVENÅKE,5
SVEN-ÅKE,986
SVERKER,722
SVERRE,251
SVERRIR,21
SVESSE,2
SVETA,2
SVETISLAV,40
SVETLAN,3
SVETLIN,4
SVETLOZAR,5
SVETO,3
SVETOLIK,8
SVETOMIR,16
SVETOSLAV,23
SVETOZAR,33
SVIATOSLAV,22
SVILEN,4
SVIT,2
SVJATOSLAV,2
SVJETLAN,2
SVYATOSLAV,6
SVÄN,3
SVÄS,2
SWADESH,5
SWAIBOU,3
SWALEH,5
SWAMI,4
SWAMINATHAN,3
SWANN,2
SWANTE,20
SWANTHE,2
SWAPAN,5
SWAPNAJIT,2
SWAPNIL,28
SWAR,10
SWARA,7
SWARAJ,4
SWARO,2
SWAROOP,8
SWARUP,2
SWASTHIK,2
SWASTIK,6
SWAYAM,2
SWEE,8
SWEED,2
SWEN,39
SWENNING,2
SWEN-ÅKE,2
SY,10
SYAHRIL,2
SYAIFUL,3
SYAM,4
SYAMAK,2
SYAMAND,7
SYAMEND,3
SYAR,2
SYDNEY,20
SYDOW,2
SYED,662
SYED ALI,2
SÜHA,2
SÜHEYL,2
SÜKRI,3
SÜKRÜ,77
SYL,2
SYLA,4
SYLAS,2
SYLE,6
SYLË,4
SYLEJMAN,23
SYLEJMON,4
SYLEYMAN,2
SÜLEYMAN,240
SYLVAIN,59
SYLVAN,4
SYLVANUS,3
SYLVE,199
SYLVER,2
SYLVESTER,169
SYLVESTRE,5
SYLVIO,4
SYLWE,2
SYLWERIUSZ,2
SYLWESTER,194
SYLWIUSZ,2
SYMEON,6
SYMON,3
SYNA,3
SYRGAK,2
SYROUS,3
SYRUS,3
SYTZE,2
SYULEYMAN,7
SYVER,2
SZABOLCS,62
SZCZEPAN,29
SZE,5
SZEBASZTIAN,2
SZELIM,2
SZERGEJ,4
SZILARD,25
SZILÁRD,15
SZILVESZTER,10
SZTANISZLAV,2
SZYMON,397
SÄBB,2
SÄMI,2
SÄVE,2
SÖHNKE,4
SÖLVE,273
SØLVE,2
SÖLVI,4
SÖLWE,3
SÖNKE,10
SÖREN,5924
SØREN,86
T,2
TA,9
TAAHA,2
TAAMIR,2
TAAN,3
TAARIQ,3
TAARUSH,2
TAAVI,32
TABARAK,3
TABARE,4
TABARÉ,6
TABASSAM,3
TABASSUM,2
TABESH,8
TABET,2
TABISH,9
TABOR,3
TABRIZ,3
TAC,6
TACEDDIN,2
TACETDIN,2
TACETTIN,11
TACO,5
TAD,2
TADAS,114
TADASHI,4
TADDEO,3
TADDESE,3
TADDESSE,2
TADDEUS,4
TADEAS,5
TADEI,2
TADEJ,11
TADEK,2
TADELE,6
TADEO,4
TADESE,20
TADESSE,30
TADEU,3
TADEUS,4
TADEUSAS,2
TADEUSZ,305
TADEUZ,2
TADHG,6
TADIJA,25
TADIOS,5
TADIWOS,5
TADJ,3
TAE,5
TAEF,2
TAEGYUN,2
TAEHYUN,3
TAEM,51
TAER,2
TAESER,2
TAEYANG,2
TAEZAZ,2
TAFA,3
TAFADZWA,2
TAFE,2
TAFHEEM,3
TAFI,2
TAFIL,16
TAFILJ,2
TAFIQ,2
TAFSIR,4
TAG,2
TAGE,5271
TAGHI,43
TAGHLEB,3
TAGI,2
TAGIR,5
TAH,3
TAHA,620
TAHAA,3
TAHAMTAN,2
TAHAN,4
TAHAR,41
TAHAWAR,2
TAHEEM,2
TAHEER,2
TAHEIR,2
TAHER,225
TAHHA,2
TAHIDUL,2
TAHIEL,2
TAHIM,3
TAHIR,312
TAHLIIL,4
TAHLIL,6
TAHMEED,3
TAHMID,9
TAHMIDUL,2
TAHMIDUR,2
TAHMORES,2
TAHMOURES,2
TAHMURES,3
TAHRIR,3
TAHSEEN,27
TAHSEIN,2
TAHSEN,6
TAHSIM,2
TAHSIN,86
TAHVO,2
TAI,43
TAIB,27
TAICHI,5
TAIEB,12
