Tilltalsnamn,Antal bärare
JO-ANN,10
JOANNA,3289
JO-ANNA,12
JOANNAH,8
JOANNA-MARIA,4
JOANNE,124
JO-ANNE,6
JOAQUINA,9
JOAR,4
JOBELYN,2
JOBINA,2
JOCELI,2
JOCELIN,5
JOCELINE,23
JOCELYN,159
JOCELYNE,38
JOCHEBED,3
JOCLYN,2
JODE,2
JODI,53
JODIE,41
JODIT,5
JODY,14
JOE,5
JOEEL,3
JOEIL,2
JOEL,25
JOELA,6
JOÉLA,2
JOELI,3
JOELIE,2
JOELIN,2
JOELINA,12
JOELINE,20
JOELINÉ,2
JOELLA,55
JOËLLA,2
JOELLE,150
JOÉLLE,5
JOËLLE,9
JOELLEN,3
JOELMA,2
JOEN,2
JOEY,19
JOFINA,2
JOGAILE,3
JOGINDER,2
JOHAINA,10
JOHAN,4
JOHANA,72
JOHANIE,2
JOHANNA,33895
JO-HANNA,4
JÓHANNA,20
JOHANNA LOUISE,3
JOHANNAH,33
JOHANNALOUISE,2
JOHANNA-LOUISE,29
JOHANNA-LOVISA,2
JOHANNA-MARIA,2
JOHANNAN,4
JOHANNE,106
JOHANNES,6
JOHANNY,2
JOHAR,3
JOHARA,5
JOHARI,5
JOHAYNA,4
JOHINA,2
JOHLENE,4
JOHLIN,5
JOHLINA,9
JOHLINE,20
JOHLINÉ,2
JOHN,9
JOHNA,2
JOHNNA,37
JOHNNIE,2
JOHNNY,4
JOHNY,3
JOHORO,2
JOHRA,2
JOHRO,3
JOI,2
JOICE,8
JOIE,3
JOILMA,2
JOJJO,4
JOJO,23
JOKA,7
JOKANDA,2
JOKE,7
JOKO,4
JOLA,14
JOLAN,29
JOLÁN,2
JOLANA,6
JOLANDA,74
JOLANDE,3
JOLANTA,900
JOLANTHA,2
JOLE,5
JOLEA,2
JOLEE,2
JOLEEN,20
JOLEENE,10
JOLEET,3
JOLENA,2
JOLENE,225
JOLET,3
JOLI,20
JOLIA,16
JOLIAN,2
JOLIANA,14
JOLIE,345
JOLIÉ,5
JOLIEN,8
JOLIET,3
JOLIJN,3
JOLIN,300
JOLINA,266
JOLINDA,2
JOLINE,2409
JOLINÉ,11
JOLINN,19
JO-LINN,2
JOLINNE,10
JOLISIA,2
JOLITA,42
JOLLA,3
JOLLIE,5
JOLLY,18
JOLNAR,3
JOLY,9
JOLYA,3
JOLYAN,3
JOLYANA,14
JOLYET,2
JOMAA,4
JOMAH,2
JOMAN,8
JOMANA,112
JOMANAH,5
JOMANDA,2
JOMJAI,2
JOMKWAN,2
JOMNA,3
JOMSIN,2
JON,8
JONA,88
JÓNA,15
JONAH,10
JONAINA,2
JONAKI,3
JONALYN,20
JONAS,3
JONATHAN,11
JONE,6
JONEL,2
JONELA,4
JONELIA,3
JONELIJA,4
JONELLA,10
JONELLE,6
JONELYN,2
JONES,3
JONETA,5
JONETTA,6
JONETTE,8
JONG,5
JONGJAI,2
JONGJIT,9
JONGKOL,2
JONGRAK,5
JONI,253
JONIA,5
JONICA,4
JONIDA,48
JONIE,10
JONILA,6
JONILDA,7
JONINA,15
JÓNÍNA,2
JONISA,2
JONITA,7
JONNA,4797
JONNAH,23
JONNALI,2
JONNA-LI,2
JONNALIE,3
JONNA-MARIA,3
JONNA-MARIE,3
JONNE,3
JONNHA,5
JONNIE,4
JONNY,7
JONO,2
JONS,2
JONY,2
JOO,11
JOOD,30
JOODY,4
JOOLS,2
JOOLZ,2
JOOMI,2
JOORI,2
JOORY,6
JOOSEFIN,2
JOPLIN,3
JORA,6
JORDAN,45
JORDANA,11
JORDANKA,21
JORDANN,2
JORDANOS,15
JORDIS,2
JORDYN,2
JORE,9
JOREN,3
JORGELINA,7
JORGINA,4
JORGOVANKA,5
JORI,27
JORID,34
JORIDA,7
JORIE,4
JORIEKE,2
JORIEN,5
JORIN,2
JORINA,7
JORINDA,4
JORINDE,7
JORJA,2
JORJEET,2
JORJET,11
JORJINA,5
JORJIT,2
JORJO,2
JORKABEL,2
JORRY,2
JORSALIEM,2
JORUN,135
JORUND,3
JORUNN,186
JÓRUNN,6
JORY,35
JOS,2
JOSABET,4
JOSABETH,12
JOSAN,5
JOSANNA,5
JOSCELIN,2
JOSE,3
JOSÉ,9
JOSEANE,4
JOSÉE,7
JOSEF,4
JOSEFA,51
JOSEFHINE,11
JOSEFI,2
JOSEFIE,2
JOSEFIEN,3
JOSEFIINA,6
JOSEFIN,10436
JOSÉFIN,2
JOSEFINA,1265
JOSEFINE,10435
JOSEFINÉ,32
JOSÉFINE,7
JOSELIA,2
JOSELIN,11
JOSELINA,2
JOSELINE,26
JOSELINN,2
JOSELITA,2
JOSELYN,29
JOSELYNE,16
JOSEPH,7
JOSEPHA,7
JOSEPHEN,2
JOSEPHENE,4
JOSEPHIE,2
JOSEPHIN,64
JOSEPHINA,55
JOSEPHINE,2724
JOSEPHINÉ,12
JOSÉPHINE,88
JOSETTA,2
JOSETTE,28
JOSFIN,5
JOSH,2
JOSHA,2
JOSHI,6
JOSHIE,2
JOSHIKA,4
JOSHITHA,2
JOSHNA,2
JOSHUA,2
JOSI,2
JOSIANA,5
JOSIANE,33
JOSIE,27
JOSIELINE,2
JOSIFINA,4
JOSIFINE,2
JOSINA,5
JOSINE,4
JOSIPA,85
JOSJE,3
JOSLEEN,3
JOSLIN,10
JOSLINE,10
JOSLYN,3
JOSMI,2
JOSNA,4
JOSPHIN,2
JOSPHINE,6
JOSRA,9
JOSS,4
JOSSAN,12
JOSSE,4
JOSSEFIN,5
JOSSEFINE,2
JOSSELIN,3
JOSSELYN,7
JOSSELYNE,2
JOSSIE,7
JOSSLIN,2
JOSTA,3
JOSY,4
JOTHIKA,2
JOTSNA,2
JOUANA,4
JOUANNA,2
JOUD,108
JOUDA,2
JOUDE,9
JOUDI,198
JOUDIA,5
JOUDIE,4
JOUDY,61
JOUEL,4
JOUHAINA,9
JOUHANNA,2
JOUHARA,2
JOUHAYNA,4
JOUIL,6
JOUKJE,2
JOULA,2
JOULEEN,3
JOULET,4
JOULI,21
JOULIA,34
JOULIANA,18
JOULIE,7
JOULIETTE,4
JOULIN,9
JOULINA,5
JOULINE,110
JOULINÉ,2
JOULITTE,2
JOULY,12
JOUMAN,6
JOUMANA,119
JOUN,2
JOUNA,4
JOUNIA,2
JOUNIR,2
JOURE,2
JOUREY,2
JOURI,65
JOURJIT,2
JOURY,35
JOUSETTE,2
JOUSRA,2
JOUZAFIN,2
JOVA,5
JOVAN,2
JOVANA,370
JOVANKA,119
JOVANNA,25
JOVE,2
JOVEEN,2
JOVELIA,2
JOVELYN,14
JOVI,2
JOVIA,4
JOVIAH,2
JOVICA,2
JOVIE,5
JOVINA,3
JOVITA,40
JOVY,2
JOWAHIR,2
JOWAN,22
JOWANA,15
JOWANNA,4
JOWEIL,3
JOWEL,9
JOWERIA,5
JOWHARA,5
JOWITA,23
JOY,532
JOYA,13
JOYCE,293
JOYCELIN,2
JOYCELINE,3
JOYCELYN,5
JOYEETA,3
JOYEUSE,2
JOYLINE,3
JOYLYN,2
JOYS,3
JOYSE,2
JOYTI,3
JOZA,2
JOZEFA,39
JÓZEFA,4
JOZEFIN,17
JOZEFINA,23
JOZEFINE,19
JOZEPHINE,12
JOZFEEN,2
JOZFIN,4
JOZIAN,2
JOZICA,14
JOZPHIN,2
JÓZSEF,3
JOZSEFNE,4
JOZSEFNÉ,2
JÓZSEFNÉ,2
JU,14
JUAN,66
JUANA,188
JUANITA,50
JUANJUAN,4
JUANNA,6
JUBILEE,3
JUBITZA,2
JUCILENE,2
JUD,9
JUDDY,3
JUDE,6
JUDELYN,3
JUDI,88
JUDIE,12
JUDIT,868
JUDITA,17
JUDITE,6
JUDITH,1455
JUDITHA,2
JUDITH-MARIA,2
JUDY,224
JUDYTA,29
JUE,8
JUEL,2
JUELA,2
JUELINA,2
JUENA,2
JUGAS,2
JUGOSLAVA,4
JUHAINA,18
JUHAINAH,2
JUHAYNA,3
JUHEE,5
JUHI,4
JUHLIA,7
JUHLINA,2
JUI,2
JUKSELA,5
JULA,2
JULALAK,6
JULANAR,7
JULANDA,7
JULAPORN,4
JULARAT,8
JULDUZ,2
JULE,27
JULEA,4
JULEE,2
JULES,6
JULET,6
JULETTE,3
JULI,275
JULIA,31232
JÚLIA,35
JÚLÍA,9
JÙLIA,2
JULIA MARIA,4
JULIAH,18
JULIA-LEE,2
JULIA-LI,3
JULIA-LINN,2
JULIA-MARIA,3
JULIAN,16
JULIANA,557
JÚLÍANA,3
JULIANE,80
JULIA-NICOLE,2
JULIANN,3
JULIANNA,206
JULIÁNNA,2
JULIANNE,33
JULIAT,2
JULICE,2
JULIE,2186
JULIÉ,7
JULÍE,2
JULIE ANN,2
JULIE-ANN,8
JULIEN,6
JULIENE,7
JULIENNE,37
JULIET,233
JULIETA,86
JULIETE,3
JULIETH,15
JULIETT,13
JULIETTA,30
JULIETTE,406
JULIËTTE,3
JULII,3
JULIIA,4
JULIJA,206
JULIJANA,103
JULIKA,7
JULIN,10
JULINA,64
JULINDA,10
JULINE,57
JULINNE,4
JULISA,2
JULISKA,5
JULISSA,22
JULIT,2
JULITA,99
JULITE,2
JULITI,4
JULITTA,7
JULIYA,6
JULJA,2
JULJANA,5
JULKA,11
JULLAN,4
JULLE,2
JULLIA,4
JULLIANA,5
JULLIANNE,2
JULLIET,4
JULLY,3
JULNAR,8
JULY,22
JULYA,7
JULYANA,4
JULYET,5
JUM,3
JUMA,9
JUMAA,2
JUMAN,24
JUMANA,144
JUMANAH,3
JUMANE,3
JUMEA,2
JUMEI,2
JUMHOORIYAH,2
JUMHURIA,2
JUMMANA,3
JUMMANEE,2
JUN,71
JUNA,58
JUNAINA,6
JUNAINAH,3
JUNAYA,2
JUNAYDA,2
JUNBUD,2
JUNE,439
JUNÉ,2
JUNEA,5
JUNÉA,4
JUNE-ANN,2
JUNELLE,4
JUNES,2
JUNETTE,17
JUNFANG,2
JUNFEI,2
JUNG,18
JUNG-JUNG,2
JUNG-SOOK,2
JUNHONG,4
JUNI,3165
JUNIA,208
JUNIAH,2
JUNIBELLE,2
JUNICE,8
JUNIE,896
JUNIELLE,7
JUNII,2
JUNI-LI,6
JUNILIE,6
JUNI-LO,3
JUNIPER,31
JUNIS,143
JUNIT,2
JUNITA,16
JUNITH,2
JUNJIE,3
JUNKO,26
JUNLI,5
JUNLIN,3
JUNLING,5
JUNMEI,6
JUNNI,2
JUNNY,2
JUNO,755
JUNONA,3
JUNPEN,5
JUNSHAN,2
JUNTANA,3
JUNTIMA,4
JUNTRA,2
JUNWEN,3
JUNXIA,2
JUNY,4
JUNYA,3
JUNYAN,4
JUNYAO,3
JUNYI,9
JUNYING,4
JUNYUAN,2
JUODI,2
JUPITER,11
JURA,2
JURAI,2
JURAIRAT,8
JURAIWAN,2
JURALAK,2
JURARAT,2
JURATE,71
JURATÉ,6
JUREE,3
JUREEPORN,4
JUREERAT,11
JURGA,13
JURGENA,3
JURGITA,128
JURI,12
JURIE,2
JURITA,3
JURKA,2
JURU,3
JURY,3
JUSMIRA,2
JUSRA,16
JUSSARA,8
JUSTE,16
JUSTICE,2
JUSTIINA,4
JUSTIN,4
JUSTINA,225
JUSTINE,154
JUSTYNA,496
JUTA,17
JUTAMANEE,2
JUTAMAS,11
JUTAMAT,5
JUTAPORN,2
JUTARAT,17
JUTATHIP,2
JUTATIP,10
JUTHAMANEE,3
JUTHAMART,2
JUTHAMAS,14
JUTHAMAT,13
JUTHAPORN,3
JUTHARAT,12
JUTHATHIP,2
JUTHATIP,2
JUTHIKA,3
JUTIMA,3
JUTTA,198
JUULI,6
JUULIA,9
JUVA,10
JUVANA,2
JUVELIA,30
JUVELIE,6
JUVELIN,2
JUVELINA,4
JUVELINE,3
JUVERIA,4
JUVIA,2
JUVILYN,2
JUVINA,7
JUVLIE,2
JUVY,13
JUWAIRIA,2
JUWAIRIYAH,3
JUWAN,9
JUWANA,2
JUWAYRIYAH,3
JUWEIRIA,2
JUWEL,2
JUWELIA,8
JUWERIA,17
JUWERIYA,24
JUWERIYO,10
JUWEYRIA,5
JUWEYRIYA,8
JUXHINA,2
JUYEON,2
JUYOUNG,2
JUZEFA,2
JUZHEN,2
JVAN,2
JVIN,4
JWAHER,3
JWAN,148
JWANA,62
JWANI,7
JWEIL,2
JWEL,3
JWIL,4
JWLET,2
JWMANA,2
JYAN,6
JYANA,2
JYLAN,2
JYLDYZ,2
JÜLIDE,5
JÜLYET,3
JYOSHNA,3
JYOTHI,19
JYOTHIKA,2
JYOTHSNA,2
JYOTI,54
JYOTIKA,3
JYOTSANA,3
JYOTSNA,11
JÜRATE,2
JYTTE,178
JÜTTE,2
JÅNNA,2
JÄNNY,2
JÄRD,4
JÄRDA,2
JÖNS,10
JÖNSES,5
JÖRDIS,6
JÖREL,27
JÖRGA,2
K,2
KA,53
KAAFIYA,3
KAAFIYO,5
KAAHA,3
KAAHO,3
KAAMILA,2
KAAMILAH,2
KAARI,2
KAARIN,18
KAARINA,377
KAASHVI,3
KAAVYA,7
KABAL,2
KABAN,9
KABAS,4
KABERI,7
KABHER,15
KABHIER,3
KABIEL,5
KABILA,4
KABINA,2
KABITA,12
KABUO,2
KACA,2
KACY,2
KADA,38
KADAMBARI,2
KADAY,4
KADDIE,2
KADDIJATOU,15
KADDY,45
KADDYJATOU,3
KADE,6
KADEEJA,2
KADEGA,3
KADEJA,3
KADEK,2
KADEM,2
KADEN,2
KADER,21
KADHIMIYAH,3
KADI,34
KADIA,5
KADIATOU,31
KADIATU,11
KADIDIA,2
KADIDIATOU,4
KADIDJA,15
KADIE,3
KADIFA,4
KADIFE,8
KADIGA,5
KADIJA,84
KADIJAH,4
KADIJATOU,2
KADIJATU,2
KADIJEH,2
KADIJO,18
KADIME,5
KADIN,3
KADINA,2
KADIR,2
KADIRA,37
KADIRE,13
KADISA,2
KADISHA,4
KADJA,5
KADJATOU,2
KADRA,74
KADRE,2
KADRI,32
KADRIA,16
KADRIE,9
KADRIEH,4
KADRIJA,6
KADRIJE,26
KADRIYA,6
KADRIYE,64
KADRO,13
KADUNA,4
KADY,4
KAE,3
KAEDE,4
KAELA,7
KAELI,2
KAELYN,6
KAENJAI,2
KAEO,3
KAEOTA,3
KAETH,2
KAEW,3
KAEWJAI,3
KAEWMANEE,2
KAEWTA,5
KAFA,32
KAFAA,26
KAFAH,2
KAFAYA,4
KAFAYO,2
KAFFA,2
KAFI,3
KAFIA,33
KAFIEH,2
KAFISO,2
KAFIYA,18
KAFIYE,16
KAFIYO,16
KAFYA,4
KAH,4
KAHA,11
KAHAMBU,2
KAHEKASHAN,2
KAHI,3
KAHIN,6
KAHINA,12
KAHINAT,2
KAHINDO,2
KAHIRA,2
KAHKASHAN,3
KAHLA,4
KAHLAN,2
KAHO,8
KAHRINA,3
KAHSAY,2
KAI,98
KAIA,47
KAICY,2
KAIDI,13
KAIE,8
KAIF,2
KAIFA,2
KAIHONG,3
KAIJA,375
KAIJA LIISA,3
KAIJA-LEENA,4
KAIJA-LIISA,5
KAIJA-RIITTA,2
KAIJSA,7
KAIJU,2
KAIKAEW,2
KAILA,27
KAILAH,2
KAILAN,2
KAILEE,2
KAILEY,12
KAILI,14
KAILIN,3
KAILY,4
KAILYN,5
KAIMUK,2
KAINAAT,5
KAINAT,45
KAINO,23
KAIQI,2
KAIRA,23
KAIRE,10
KAIRI,18
KAIRIT,5
KAIS,3
KAISA,642
KAISA-LEENA,2
KAISA-LENA,2
KAISA-LIISA,4
KAISA-MAIJA,2
KAISA-MARIA,3
KAISA-MARIE,2
KAISEY,2
KAISI,2
KAISIE,2
KAISLA,4
KAISU,119
KAISY,3
KAITHE,2
KAITI,2
KAITLIN,20
KAITLYN,25
KAIXUAN,2
KAIYA,4
KAIYUN,3
KAIZA,14
KAJ,20
KAJA,165
KAJAL,38
KAJALBEN,2
KAJAN,3
KAJANA,4
KAJEEN,5
KAJEN,3
KAJENTHINI,3
KAJIN,33
KAJLA,3
KAJOL,2
KAJS,6
KAJSA,8511
KAJSA LENA,4
KAJSA LISA,2
KAJSA MARIA,3
KAJSA STINA,7
KAJSA-BRITT,4
KAJSA-BRITTA,2
KAJSA-KARIN,5
KAJSALENA,3
KAJSA-LENA,51
KAJSA-LI,2
KAJSA-LINA,5
KAJSALISA,8
KAJSA-LISA,16
KAJSA-LOTTA,2
KAJSA-MALIN,2
KAJSA-MARIA,7
KAJSA-MARIE,4
KAJSA-MÄRTA,2
KAJSA-SARA,3
KAJSASTINA,3
KAJSA-STINA,76
KAJS-BRITT,2
KAJSE,2
KAJSE-BRITT,2
KAJSEN,4
KAJS-MARI,11
KAJS-MARIE,27
KAJSY,4
KAJZA,30
KAKALI,6
KAKAN,3
KAKOLI,2
KALA,4
KALAIMATHI,3
KALAISELVI,4
KALAIVANI,7
KALAIVANY,2
KALANI,5
KALARA,2
KALAYA,11
KALBIE,2
KALBINUR,2
KALDA,4
KALE,13
KALEA,2
KALEDA,3
KALEE,2
KALEH,3
KALENGA,2
KALEY,6
KALGACAL,2
KALI,40
KALIA,7
KALIDA,7
KALIKA,3
KALILA,2
KALIMAT,3
KALIN,3
KALINA,89
KALINDA,6
KALINDI,4
KALINKA,6
KALIOPI,8
KALISE,2
KALISTA,2
KALIYA,2
KALJTRINA,3
KALKIDAN,32
KALLA,6
KALLAYA,8
KALLE,7
KALLI,4
KALLIA,2
KALLIE,3
KALLIOPE,3
KALLIOPI,43
KALLIROI,2
KALLIRROI,2
KALLY,23
KALMA,2
KALONG,10
KALPANA,35
KALPANABEN,2
KALPANI,3
KALPNA,3
KALSAN,2
KALSOM,4
KALSOOM,19
KALSUM,4
KALTËRINA,2
KALTHOM,5
KALTHOOM,2
KALTHOUM,15
KALTHOUMA,2
KALTHUM,6
KALTON,2
KALTOUM,10
KALTOUMA,8
KALTOUN,2
KALTRA,2
KALTRINA,165
KALTRINE,3
KALTRINË,2
KALTUM,25
KALTUMA,12
KALTUMO,8
KALTUN,56
KALTUUMO,2
KALTUUN,14
KALY,2
KALYANI,20
KAM,22
KAMA,2
KAMAEL,2
KAMAKSHI,3
KAMAL,7
KAMALA,45
KAMALADEVI,3
KAMALDEEP,2
KAMALI,3
KAMALIA,2
KAMALIKA,2
KAMALJEET,3
KAMALJIT,9
KAMALPREET,3
KAMAND,9
KAMANI,2
KAMAR,176
KAMARA,2
KAMARNAZ,2
KAMATCHI,3
KAMBILI,2
KAMEELA,7
KAMELA,24
KAMELE,3
KAMELEH,7
KAMELIA,31
KAMELIYA,9
KAMELLIA,2
KAMELYA,5
KAMER,6
KAMETA,4
KAMI,2
KAMILA,494
KAMILAH,9
KAMILE,68
KAMILÉ,13
KAMILÈ,2
KAMILIA,45
KAMILJA,4
KAMILLA,588
KAMILLAH,2
KAMILLE,6
KAMILO,2
KAMILYA,8
KAMINI,8
KAMLA,14
KAMLAI,2
KAMLE,3
KAMLEH,6
KAMLESH,6
KAMMA,14
KAMMOON,2
KAMNA,2
KAMNI,3
KAMOLA,13
KAMOLCHANOK,5
KAMOLLAK,2
KAMOLPORN,4
KAMOLRAT,3
KAMOLTHIP,2
KAMOLWAN,8
KAMON,2
KAMONCHANOK,8
KAMONCHAT,2
KAMONLAK,4
KAMONNAT,2
KAMONNIT,2
KAMONPHAN,5
KAMONPORN,8
KAMONRAT,21
KAMONTHIP,8
KAMONTIP,3
KAMONWAN,21
KAMPONG,2
KAMR,2
KAMRA,2
KAMRAI,4
KAMRUN,14
KAMRUNNAHAR,2
KAMSI,2
KAMSIYOCHUKWU,2
KAMURAN,4
KAN,6
KANA,8
KANAE,8
KANAK,5
KANAKO,11
KANAR,52
KANARI,4
KANARIA,2
KANARIK,3
KANARY,2
KANARYA,2
KANASU,2
KANAT,2
KANCHAN,18
KANCHANA,59
KANCHANAPHON,4
KANCHANAPORN,2
KANCHAPRON,2
KANCHAYA,3
KANDA,27
KANDAN,2
KANDES,5
KANDRA,3
KANE,2
KANEEZ,13
KANELLA,4
KANEZA,2
KANGANA,2
KANHA,6
KANI,136
KANIA,9
KANIAW,5
KANIJ,4
KANIK,3
KANIKA,27
KANILA,2
KANILLA,2
KANIMOZHI,3
KANIS,2
KANISHA,3
KANISHKA,7
KANISTHA,4
KANITA,50
KANITHA,2
KANITTA,12
KANITTHA,14
KANIZ,29
KANJA,4
KANJANA,78
KANJANEE,2
KANKOU,2
KANKU,2
KANLAYA,54
KANLAYANEE,13
KANLAYAPORN,4
KANMANEE,2
KANNA,2
KANNI,3
KANNIE,2
KANNIKA,102
KANNIKAR,8
KANNY,3
KANOKKAN,6
KANOKKON,4
KANOKKORN,3
KANOKLAK,5
KANOKNAT,2
KANOKON,9
KANOK-ON,3
KANOKORN,2
KANOK-ORN,2
KANOKPHAN,3
KANOKPHET,2
KANOKPHON,13
KANOKPORN,28
KANOKPRON,2
KANOKRAT,9
KANOKVAN,2
KANOKWAN,72
KANOM,2
KANON,2
KANPHITCHA,3
KANPITCHA,3
KANRAVEE,4
KANSA,3
KANSINEE,2
KANSINI,2
KANSUDA,2
KANTA,3
KANTANA,4
KANTHA,3
KANTHI,17
KANTHICHA,2
KANTHIKA,7
KANTHIMA,5
KANTICHA,2
KANTIDA,2
KANTIKA,2
KANTIMA,10
KANUNGNIT,3
KANUPRIYA,2
KANWAL,28
KANWALJEET,2
KANWALJIT,4
KANWARA,2
KANY,7
KANYA,82
KANYAKON,3
KANYAKORN,11
KANYALAK,2
KANYANAN,3
KANYANAT,12
KANYANEE,7
KANYANUT,3
KANYAPAK,5
KANYAPAT,6
KANYAPHAK,6
KANYAPHAT,10
KANYAPHON,2
KANYAPORN,5
KANYARAT,41
KANYAW,8
KANYAWEE,6
KANYEBA,2
KANYERE,2
KANYKEI,2
KANZ,3
KANZA,11
KANZY,5
KAO,2
KAOKAB,2
KAOLA,2
KAONA,2
KAORI,24
KAORU,10
KAOSAR,4
KAOTAR,3
KAOTHAR,12
KAOTHR,3
KAOUKAB,4
KAOULA,3
KAOUTAR,41
KAOUTHAR,13
KAOUTHER,7
KAPINGA,3
KAR,4
KARA,43
KARAH,2
KARAKET,4
KARALINA,2
KARAM,16
KARAMA,9
KARAMJEET,2
KARAMJIT,5
KARANFIL,2
KARAWAN,3
KARDA,2
KARDELEN,8
KARDINYA,2
KARE,3
KAREEMA,20
KAREEN,15
KAREENA,3
KAREL,4
KARELIA,3
KAREM,9
KAREMA,16
KAREN,794
KAREN MARIE,2
KARENA,4
KARENINA,5
KAREN-MARGRETHE,2
KARES,2
KARESHMA,2
KAREZ,10
KARI,491
KARI ANNE,2
KARIA,3
KARIANN,6
KARI-ANN,3
KARIANNE,28
KARI-ANNE,10
KARIDIA,2
KARIDJA,2
KARIE,2
KARIIMA,3
KARIIN,2
KARILE,2
KARIMA,392
KARIMAH,8
KARIMAN,16
KARIME,5
KARIMEH,25
KARI-METTE,2
KARIMI,2
KARIN,57493
KARIN MALIN,2
KARIN MARIA,2
KARIN SOFIA,2
KARINA,2754
KARINE,116
KARINEH,3
KARINI,2
KARIN-LINNEA,2
KARIN-MARIA,4
KARINNA,6
KARINNE,3
KARIS,9
KARISHMA,26
KARISMA,8
KARISTHA,3
KARITA,115
KARITAS,5
KARÍTAS,2
KARITHA,10
KARIYA,3
KARIZ,2
KARL,3
KARLA,681
KARLENE,2
KARLENIN,2
KARLI,5
KARLIA,2
KARLIE,6
KARLIEN,2
KARLIJN,10
KARLIN,7
KARLINA,3
KARLOTTA,9
KARLY,9
KARMA,43
KARMAH,3
KARMAN,4
KARMEL,7
KARMELA,18
KARMELE,2
KARMEN,70
KARMENA,3
KARMIN,2
KARMINA,3
KARMITA,2
KARNA,105
KARNCHANA,3
KARNCHANIT,2
KARNI,4
KARNJANA,4
KARNSINEE,3
KARNY,4
KAROL,25
KAROLA,200
KAROLEEN,8
KAROLEN,5
KAROLENA,2
KAROLI,2
KAROLIEN,6
KAROLIINA,71
KAROLIN,822
KAROLINA,6215
KAROLÍNA,5
KARÓLÍNA,3
KAROLINE,701
KAROLINÉ,3
KAROLINN,6
KAROLL,3
KAROLYN,4
KAROLYNE,3
KAROUL,4
KAROULIN,6
KAROULINE,4
KARPAGAVALLI,2
KARREN,4
KARRO,5
KARRY,3
KARTHIKA,12
KARTIKA,4
KARTINI,2
KARULIN,2
KARUNA,24
KARUNAWATHY,2
KARUNGI,2
KARVIN,2
KARYLE,2
KARYN,8
KARYNA,10
KARÅLA,3
KASAMA,7
KASANAT,2
KASANDRA,47
KASANET,2
KASAR,13
KASECH,2
KASEM,3
KASEMA,3
KASEMSRI,5
KASEY,7
KASHA,2
KASHAF,17
KASHAL,6
KASHAN,14
KASHF,3
KASHFIA,2
KASHIFA,3
KASHIN,4
KASHINDI,2
KASHISH,4
KASHMA,12
KASHMALA,6
KASHMIR,8
KASHMIRA,6
KASHVI,16
KASIA,24
KASIANI,2
KASIDA,3
KASIJA,7
KASINEE,3
KASIRA,3
KASJA,2
KASMA,2
KASNO,2
KASON,2
KASPER,9
KASSAMA,3
KASSANDRA,92
KASSECH,3
KASSI,2
KASSIA,4
KASSIANI,4
KASSIDY,3
KASSIM,2
KASTANJA,2
KASTHURI,10
KASTURI,3
KASUMI,2
KASUNI,5
KAT,3
KATA,142
KATAJON,4
KATALEA,6
KATALEJA,2
KATALEYA,6
KATALIA,6
KATALIN,443
KATALINA,30
KATALINE,2
KATAN,11
KATANA,3
KATANEH,3
KATARA,2
KATAREYA,2
KATARIINA,162
KATARINA,18004
KATARÍNA,15
KATARINA-MARIA,2
KATARINE,16
KATARZYNA,1622
KATAYON,22
KATAYOON,12
KATAYOUN,40
KATAYUN,4
KATAZYNA,2
KATE,782
KATELIN,5
KATELL,2
KATELYN,27
KATELYNN,2
KATE-MARIANN,2
KATEMPA,2
KATER,2
KATERIN,15
KATERINA,428
KATERINE,16
KATERINI,2
KATERYN,2
KATERYNA,208
KATEY,4
KATHA,2
KATHALEA,2
KATHALINA,5
KATHARIN,2
KATHARINA,1338
KATHARINE,34
KATHE,134
KATHERIN,26
KATHERINA,30
KATHERINE,394
KATHERINNE,6
KATHERYN,5
KATHERYNE,3
KATHI,3
KATHIA,13
KATHIE,17
KATHIJA,2
KATHIN,2
KATHINKA,20
KATHJA,5
KATHLEEN,208
KATHLEÉN,4
KATHLEN,7
KATHLÉN,3
KATHLENE,6
KATHLYN,12
KATHLYNN,2
KATHOLIKI,2
KATHREEN,10
KATHRIEN,2
KATHRIN,347
KATHRINA,20
KATHRINE,242
KATHRYN,119
KATHRYNE,2
KATHY,133
KATHYA,8
KATI,197
KATIA,244
KATIANE,2
KATIBE,4
KATICA,120
KATIE,186
KATIJA,5
KATILLA,2
KATIMA,2
KATIN,2
KATINA,39
KATINKA,202
KATIS,2
KATITSA,3
KATITZI,2
KATIUSKA,7
KATIZA,2
KATJA,2265
KATJANA,5
KATLA,33
KATLEEN,4
KATLEN,3
KATLIN,8
KATLYN,4
KATNISS,2
KATO,3
KATOUN,2
KATR,5
KATRA,11
KATRALNADA,2
KATRE,6
KATREEN,12
KATREN,4
KATRENA,3
KATRI,279
KATRICE,2
KATRIEN,7
KATRI-HELENA,2
KATRIIN,2
KATRIINA,71
KATRIINE,2
KATRIJN,2
KATRIN,2462
KATRÍN,21
KATRINA,346
KATRINE,440
KATRINNE,2
KATRO,6
KATRYN,2
KATSIARYNA,56
KATSUE,2
KATSUKO,3
KATT,3
KATTA,6
KATTALEEYA,2
KATTAN,2
KATTARINA,13
KATTE,3
KATTEN,2
KATTI,24
KATTIA,7
KATTIE,3
KATTIKA,2
KATTIS,46
KATTJA,6
KATTLIN,3
KATTY,28
KATTYA,2
KATUSH,2
KATY,96
KATYA,81
KAUKAB,4
KAULA,2
KAUR,7
KAUSAR,41
KAUSER,9
KAUSHALYA,6
KAUSSAR,2
