Tilltalsnamn,Antal bärare
SUMAJA,14
SUMALA,2
SUMALAI,7
SUMALATA,2
SUMALATHA,4
SUMALEE,61
SUMALI,6
SUMAN,24
SUMANA,13
SUMANAH,3
SUMANDEEP,6
SUMANJIT,2
SUMAR,4
SUMARA,2
SUMARIN,4
SUMATHI,2
SUMATHY,4
SUMATI,3
SUMAYA,590
SUMAYA IBRAHIM,2
SUMAYAH,27
SUMAYE,2
SUMAYIA,3
SUMAYO,118
SUMAYRA,2
SUMAYYA,25
SUMAYYAH,17
SUMBAL,12
SUMBEL,4
SUMBUL,5
SUMBULA,2
SUME,3
SUMEA,10
SUMEDHA,4
SUMEDIJA,2
SUMEEYA,4
SUMEI,2
SUMEIA,5
SUMEIYA,2
SUMEJA,61
SUMEJJA,13
SUMER,4
SUMERA,23
SUMEYA,159
SUMEYAH,5
SUMEYO,14
SUMEYRA,8
SUMEYYA,5
SUMEYYE,15
SUMI,22
SUMIA,24
SUMIAH,2
SUMIE,2
SUMIHIRI,2
SUMIKO,5
SUMILE,2
SUMIN,2
SUMINTRA,4
SUMIRA,2
SUMIT,3
SUMITA,13
SUMITHA,2
SUMITHRA,6
SUMITRA,14
SUMITTA,3
SUMITTRA,6
SUMIYA,18
SUMIYO,2
SUMMAIYA,2
SUMMAN,3
SUMMAYA,9
SUMMER,40
SUMMEYA,3
SUMON,3
SUMONA,3
SUMONTA,3
SUMONTHA,5
SUMRA,2
SUMRAN,4
SUMRIT,3
SUMRU,4
SUMRUAY,2
SUMUDU,2
SUMUNI,5
SUMYA,2
SUMYIA,2
SUN,52
SUNA,78
SUNAINA,5
SUNAJ,2
SUNALEE,2
SUNAM,2
SUNAN,19
SUNANA,2
SUNANDA,8
SUNANTA,11
SUNANTHA,21
SUNAR,2
SUNAREE,6
SUNATCHA,3
SUNAY,6
SUNAYNA,2
SUNBOL,2
SUNBUL,2
SUNCANA,3
SUNCICA,37
SUNDARI,5
SUNDAS,23
SUNDAY,4
SUNDES,9
SUNDIS,16
SUNDOS,29
SUNDOUS,4
SUNDS,8
SUNDUS,424
SUNDUZ,2
SUNE,2
SUNEE,52
SUNEELA,2
SUNEENAT,2
SUNEEPORN,4
SUNEERAT,7
SUNEETA,2
SUNEETHA,8
SUNET,4
SUNETHRA,7
SUNETRA,2
SUNETTE,3
SUNG,12
SUNGHYE,2
SUNGWAN,2
SUNHEE,4
SUNI,11
SUNIA,6
SUNIDA,4
SUNIE,2
SUNILA,4
SUNILDA,2
SUNIPA,2
SUNISA,81
SUNIT,5
SUNITA,112
SUNITHA,23
SUNITTA,3
SUNJA,2
SUNJIDA,2
SUNJIDMAA,2
SUNMI,2
SUNNA,90
SUNNE,2
SUNNEA,2
SUNNEVA,8
SUNNI,7
SUNNIE,3
SUNNIVA,104
SUNNY,52
SUNSHINE,16
SUNTAREE,4
SUNTHAREE,4
SUNTHARI,2
SUNTHORN,6
SUNTREE,3
SUNUN,3
SUNUNTA,2
SUNVI,2
SUNYA,3
SUNYOUNG,3
SUOAD,4
SUOMA,30
SUONG,6
SUPA,5
SUPAB,2
SUPAK,4
SUPAKAN,6
SUPALAK,8
SUPALUCK,2
SUPALUK,3
SUPAN,2
SUPANAN,5
SUPANEE,13
SUPANIDA,2
SUPANNEE,21
SUPANNIKA,3
SUPANSA,22
SUPANUCH,2
SUPANYA,2
SUPAP,6
SUPAPAN,2
SUPAPHIT,2
SUPAPHON,2
SUPAPIS,2
SUPAPON,5
SUPAPORN,116
SUPAPRON,6
SUPARADA,2
SUPARAT,14
SUPARB,2
SUPARNA,11
SUPASINEE,2
SUPASSARA,3
SUPASSORN,2
SUPATCHA,6
SUPATCHARA,2
SUPATRA,9
SUPATSARA,2
SUPATSORN,2
SUPATTA,7
SUPATTRA,53
SUPAVADEE,13
SUPAVITA,2
SUPAWADEE,31
SUPAWAN,13
SUPEE,5
SUPHA,6
SUPHAK,5
SUPHAKORN,2
SUPHALAK,7
SUPHAN,10
SUPHANAN,2
SUPHANEE,5
SUPHANI,2
SUPHANIDA,4
SUPHANNEE,17
SUPHANNI,3
SUPHANSA,15
SUPHANUT,2
SUPHAP,16
SUPHAPHAN,2
SUPHAPHON,22
SUPHAPHORN,9
SUPHAPORN,29
SUPHARAT,11
SUPHAT,10
SUPHATRA,6
SUPHATSON,2
SUPHATSORN,2
SUPHATTA,3
SUPHATTHRA,2
SUPHATTRA,30
SUPHAWADEE,13
SUPHAWADI,7
SUPHAWAN,5
SUPHAWIDA,3
SUPHEE,3
SUPHIAB,2
SUPHIN,2
SUPHINYA,3
SUPHISARA,3
SUPHIT,5
SUPHITCHA,5
SUPHIYE,4
SUPIDA,2
SUPIN,9
SUPINDA,3
SUPING,2
SUPINYA,2
SUPISARA,3
SUPIT,8
SUPITCHA,8
SUPITTAYA,2
SUPORN,10
SUPORNTIP,3
SUPPALAK,2
SUPRAJA,5
SUPRANEE,32
SUPRANI,3
SUPREET,3
SUPREEYA,6
SUPREYA,2
SUPRITHA,2
SUPRITI,4
SUPRIYA,29
SUPUNNEE,6
SUPUNSA,6
SUQIN,3
SUQRA,2
SURA,102
SURAA,6
SURABHI,9
SURAH,5
SURAIA,10
SURAIYA,16
SURAJA,2
SURAN,2
SURANEE,3
SURANG,4
SURANGKANA,3
SURANGKHANA,3
SURANJANA,2
SURANYA,2
SURAPA,3
SURAPEE,2
SURAPHA,2
SURAT,13
SURAVI,3
SURAY,4
SURAYA,76
SURAYIA,2
SURAYO,2
SURAYYA,9
SURAYYO,5
SURBHI,14
SUREE,13
SUREELAK,2
SUREEMAS,2
SUREEPORN,19
SUREER,6
SUREERAT,37
SUREEWAN,3
SUREGA,2
SUREJA,2
SUREKA,3
SUREKHA,14
SUREN,3
SURENKHORLOO,2
SURER,6
SURET,2
SUREYA,29
SUREYYA,6
SURI,21
SURIA,7
SURIANA,3
SURIN,8
SURINA,6
SURINDER,13
SURINTHORN,2
SURIPHON,5
SURIPORN,2
SURIRAT,6
SURISA,4
SURIYA,22
SURIYE,4
SURJIT,5
SURMA,2
SUROR,2
SUROUR,2
SURRA,10
SURRAIYA,2
SURRAYA,2
SURRYA,2
SURUCHI,6
SURUR,3
SURY,2
SURYA,21
SURYANA,2
SUS,8
SUSA,2
SUSAM,10
SUSAN,1850
SUSANA,327
SUSANE,19
SUSANEH,2
SUSANN,2170
SUSANNA,6453
SUSANNAH,50
SUSANNE,30219
SUSANNÉ,34
SUSANN-MARIE,2
SUSE,3
SUSEL,3
SUSEN,9
SUSETE,3
SUSETTE,11
SUSHA,2
SUSHAMA,3
SUSHILA,9
SUSHMA,46
SUSHMITA,4
SUSHMITHA,9
SUSHREE,5
SUSI,27
SUSIE,61
SUSILA,9
SUSIMA,2
SUSIN,2
SUSMITA,22
SUSMITHA,3
SUSS,11
SUSSA,4
SUSSAN,77
SUSSANA,10
SUSSANE,23
SUSSANN,14
SUSSANNA,16
SUSSANNE,100
SUSSANNÉ,2
SUSSE,6
SUSSI,111
SUSSIE,141
SUSSIÉ,2
SUSSY,7
SUSU,6
SUSY,16
SUSZANNE,2
SUTANEE,2
SUTANYA,2
SUTAPA,8
SUTASINEE,7
SUTATTA,2
SUTAY,2
SUTCHAI,3
SUTHA,3
SUTHAMAT,2
SUTHANEE,2
SUTHANYA,3
SUTHARAT,2
SUTHARJINI,3
SUTHARSANA,2
SUTHARSINI,2
SUTHASINEE,9
SUTHASINI,3
SUTHATHIP,3
SUTHATIP,4
SUTHATTA,2
SUTHAWAN,4
SUTHICHA,3
SUTHIDA,18
SUTHIMA,2
SUTHIN,5
SUTHINEE,6
SUTHISA,6
SUTHITA,3
SUTIDA,7
SUTIMA,3
SUTINA,2
SUTINEE,2
SUTISA,7
SUTJAI,5
SUTKA,5
SUTKIJE,3
SUTTHIDA,11
SUTTHINEE,2
SUTTHIPORN,2
SUTTHIRAK,2
SUTTIDA,2
SUTTINEE,2
SUU,2
SUUAD,5
SUUBAN,4
SUUDI,2
SUVADA,66
SUVANA,2
SUVANAN,2
SUVANNA,2
SUVANNEE,2
SUVARCHALA,2
SUVAREE,2
SUVARNA,4
SUVD,7
SUVDAA,2
SUVD-ERDENE,9
SUVDMAA,3
SUVI,134
SUVIMON,4
SUVI-PÄIVIKKI,2
SUVISA,2
SUVITHA,3
SUVI-TUULIA,2
SUWAD,2
SUWADU,2
SUWAIBA,5
SUWALEE,2
SUWAN,17
SUWANAN,3
SUWANDEE,2
SUWANEE,2
SUWANNA,51
SUWANNARAT,2
SUWANNEE,33
SUWANNI,3
SUWAPAT,4
SUWAPHAT,4
SUWARA,4
SUWAREE,5
SUWAYDA,3
SUWEN,3
SUWEYBA,2
SUWEYDA,17
SUWEYDO,4
SUWEYS,6
SUWICHADA,3
SUWIMOL,4
SUWIMON,19
SUWIPHA,3
SUWISA,3
SUWITA,2
SUYAN,4
SUYEON,3
SUYI,2
SUYIN,2
SUYUN,2
SUZ,3
SUZA,3
SUZAIN,2
SUZAN,694
SUZANA,795
SUZANE,33
SUZANN,48
SUZANNA,226
SUZANNAH,7
SUZANNE,1901
SUZANNÉ,2
SUZDAR,3
SUZE,4
SUZELLE,2
SUZEN,2
SUZETE,3
SUZETTE,59
SUZI,67
SUZIE,27
SUZIN,2
SUZU,3
SUZY,35
SUZZANA,2
SUZZANNE,2
SUZZI,6
SVAJUNE,3
SVALA,71
SVANA,3
SVANBORG,2
SVANDIS,4
SVANHILD,31
SVANHILDUR,7
SVANHVIT,2
SVARF,2
SVARVAR,2
SVATAVA,2
SVAVA,18
SVEA,4576
SVEA-BRITT,4
SVEA-LI,3
SVEA-LO,3
SVEA-LOUISE,2
SVEA-MARIA,3
SVEJA,2
SVEN,2
SVENBORG,7
SVENJA,53
SVENS,2
SVENYA,2
SVETA,6
SVETKA,2
SVETLA,25
SVETLANA,1215
SVETLANKA,4
SVETOSLAVA,3
SVEVA,4
SVIATLANA,63
SVIJETLANA,3
SVITLANA,218
SVJETLANA,101
SWABRINA,2
SWAGATIKA,4
SWALHA,2
SWALIN,2
SWAMINI,3
SWAN,4
SWANTJE,9
SWAPNA,32
SWAPNALI,4
SWAPNIKA,3
SWAPNIL,3
SWAR,3
SWARA,16
SWARNA,11
SWARNALATHA,2
SWARNIMA,2
SWASTI,5
SWASTIKA,4
SWATHI,47
SWATHY,3
SWATI,70
SWEA,73
SWEDLANA,2
SWEE,5
SWEET,6
SWEETA,11
SWEETLANA,2
SWEETY,8
SWEKSHA,3
SWEL,2
SWENJA,3
SWETA,28
SWETCHA,3
SWETHA,44
SWETLANA,3
SWIBA,2
SWIETLANA,4
SWITLANA,3
SWSAN,3
SWZAN,3
SY,5
SYARTA,3
SYBIL,16
SYBILA,2
SYBILLA,3
SYBILLE,25
SYCHELLE,2
SYDNEE,2
SYDNEY,72
SYDRA,16
SYE,3
SYED,5
SYEDA,217
SÜEDA,2
SYEDAH,2
SYEEDA,2
SYENA,3
SÜEYDA,2
SYHAM,4
SÜHEDA,5
SÜHEYLA,43
SÜHEYLE,2
SÜKRAN,77
SÜKRIYE,23
SÜKRÜYE,3
SYLAV,2
SÜLE,2
SYLEME,5
SYLHANE,2
SYLIVIA,8
SYLKE,6
SYLLA,9
SYLVA,134
SYLVAN,16
SYLVANA,39
SYLVANE,2
SYLVANIA,3
SYLVE,2
SYLVETTE,9
SYLVI,264
SYLVIA,2939
SYLVÍA,2
SYLVIAN,4
SYLVIANE,5
SYLVI-ANNE,3
SYLVIDE,6
SYLVIE,101
SYLVIE-ANN,2
SYLVINA,2
SYLVY,3
SYLWA,5
SYLWI,2
SYLWIA,663
SYLWIE,4
SYMA,3
SYMAYA,2
SÜMBÜL,6
SYMELA,4
SÜMER,2
SÜMEYA,4
SÜMEYRA,33
SÜMEYYA,12
SÜMEYYE,37
SYMONE,4
SYNA,4
SYNAVERE,3
SÜNBÜL,7
SYNDUS,2
SYNDYZE,2
SYNNE,29
SYNNEVA,3
SYNNEVE,19
SYNNEVI,4
SYNNÖVE,422
SYNNØVE,19
SYNNÖWE,2
SYNTHIA,12
SYNTIA,4
SYNTYCHE,3
SYNVA,2
SYNÖVE,43
SÜPHAN,2
SYRAN,2
SYRÉN,2
SYRENA,12
SYRENE,22
SYRENÉ,2
SYRÉNE,5
SÜREYYA,22
SYRIA,4
SYRIANA,6
SYRIJE,4
SYRIN,4
SYRINA,5
SYRINE,5
SYRSA,4
SYS,8
SYSSA,2
SYSSE,2
SYSSY,2
SYSTER,99
SYUZANNA,14
SÜVEYLA,2
SYVONNE,4
SYZANA,18
SYZANE,12
SZABINA,14
SZANDRA,14
SZE,10
SZIDONIA,3
SZIDÓNIA,2
SZILVIA,104
SZIMONETTA,3
SZOFIA,8
SZONJA,10
SZTELLA,2
SÅLIN,2
SÅMA,8
SÄDE,19
SÄLJ,3
SÄLLA,2
SÄLMA,2
SÄMA,3
SÄMYA,2
SÄRLA,13
SÄRNY,5
SÄVA,2
SÄVY,2
SÖHRET,2
SÖLVI,55
SØLVI,9
SÖLVIE,5
SÖLWI,3
SÖRINE,3
SÖS,4
SØS,2
SÖZDAR,4
TA,8
TAAJ,3
TAALA,10
TAALIAH,2
TABAN,53
TABARAK,101
TABAREK,58
TABARIK,3
TABARK,34
TABASOM,24
TABASSAM,2
TABASSOM,9
TABASSUM,18
TABASUM,25
TABATA,10
TABATHA,3
TABBARK,2
TABEA,35
TABEEN,2
TABEER,4
TABETU,5
TABIA,2
TABIETTA,2
TABIN,2
TABINDA,5
TABISH,3
TABITA,69
TABITHA,50
TABLEZ,2
TABLO,14
TABOTU,2
TABREEZ,2
TABTIM,4
TABU,3
TACIA,2
TADELECH,4
TADELESH,2
TADSANEE,2
TAE,4
TAEEBA,2
TAEF,2
TAEKO,7
TAEMA,2
TAENG,2
TAENGON,2
TAEO,2
TAEW,7
TAFAN,5
TAFIDA,4
TAFKA,4
TAFSIR,2
TAG,2
TAGESTI,2
TAGHAREED,2
TAGHRED,10
TAGHREED,90
TAGHRID,110
TAGRED,3
TAGREED,16
TAGRID,26
TAGUHI,3
TAGWA,3
TAHA,8
TAHAANI,2
TAHAMINA,5
TAHANE,4
TAHANI,149
TAHANY,16
TAHARA,2
TAHERA,63
TAHERABANU,2
TAHERAH,3
TAHERE,27
TAHEREH,202
TAHERH,2
TAHGAS,5
TAHGUAS,3
TAHIA,10
TAHIRA,135
TAHIRAH,3
TAHIRE,27
TAHIYA,4
TAHLA,2
TAHLIA,2
TAHMEENA,3
TAHMENA,3
TAHMINA,95
TAHMINE,3
TAHMINEH,31
TAHNEE,2
TAHNIA,2
TAHORA,2
TAHRA,2
TAHREEM,7
TAHREER,14
TAHRIMA,2
TAHRIR,7
TAHSEEN,3
TAHSIN,2
TAHSINA,3
TAHZEEB,2
TAI,8
TAIA,2
TAIBA,61
TAIBAH,4
TAIBE,22
TAIDA,12
TAIEBA,2
TAIF,19
TAIGA,4
TAIJA,24
TAIKA,6
TAILA,4
TAIMA,31
TAIMAA,18
TAIMI,142
TAINA,383
TAIRA,6
TAIRAH,2
TAIS,12
TAÍS,2
TAISA,17
TAISI,2
TAISIA,9
TAISIIA,13
TAISIJA,6
TAISIR,11
TAISIYA,4
TAISSA,3
TAISSER,2
TAISSIA,3
TAIWO,10
TAIYA,2
TAIYABA,2
TAJ,51
TAJA,6
TAJALA,3
TAJAN,3
TAJANA,18
TAJBA,2
TAJDA,2
TAJI,3
TAJIEH,2
TAJKIA,2
TAJMA,6
TAJNA,4
TAJRA,29
TAJWAR,4
TAKAKO,13
TAKHMINA,14
TAKI,2
TAKIA,2
TAKIDA,3
TAKKLA,2
TAKLA,7
TAKO,3
TAKOHI,3
TAKOHIN,2
TAKOUA,4
TAKOUHI,2
TAKRIM,2
TAKSAN,2
TAKSINA,2
TAKWA,22
TAL,5
TALA,458
TALAA,5
TALAH,28
TALAN,5
TALAR,42
TALAT,28
TALAYEH,4
TALE,11
TALEA,6
TALEEN,58
TALEN,8
TALI,11
TALIA,427
TALIAA,4
TALIAH,20
TALIE,3
TALIEH,8
TALIHA,5
TALIJA,4
TALILA,2
TALIN,156
TALINA,9
TALINE,22
TALISA,5
TALISIA,2
TALISO,7
TALITA,32
TALITHA,33
TALIYA,11
TALIYAH,4
TALJA,4
TALLA,27
TALLAH,4
TALLAN,2
TALLAR,6
TALLIA,8
TALLICIA,3
TALLIE,2
TALLIN,15
TALLINE,2
TALLINN,4
TALLULAH,8
TALLY,3
TALLYA,2
TALVI,3
TALWASA,2
TALYA,74
TALYAH,5
TALYIA,2
TALYN,2
TAM,28
TAMA,5
TAMAAN,2
TAMAARA,2
TAMADER,3
TAMADHER,2
TAMADHUR,3
TAMADOR,14
TAMADUR,8
TAMAE,2
TAMAIA,2
TAMAKI,3
TAMAKO,2
TAMALI,2
TAMAM,49
TAMAMA,3
TAMAMI,3
TAMAN,6
TAMANA,97
TAMANDA,2
TAMANNA,48
TAMAR,112
TAMARA,1108
TAMARAH,32
TAMARI,11
TAMARRA,2
TAMARRAH,2
TAMASHA,3
TAMELA,4
TAMELLA,2
TAMENA,2
TAMI,15
TAMIA,9
TAMIE,2
TAMIKA,10
TAMIKO,3
TAMIL,2
TAMILA,24
TAMILLA,14
TAMIMA,3
TAMIMOUNT,3
TAMINA,38
TAMINE,3
TAMIR,2
TAMIRA,6
TAMIRES,9
TAMIT,7
TAMKIN,10
TAMLA,3
TAMLYN,4
TAMMAM,2
TAMMANA,2
TAMMI,8
TAMMIE,18
TAMMY,46
TAMONWAN,3
TAMOU,2
TAMSIN,10
TAMTA,2
TAMUNA,2
TAMY,2
TAMYA,2
TAMZIN,2
TAN,10
TANA,9
TANACHAPORN,2
TANAN,2
TANANYA,2
TANAPA,3
TANAPON,2
TANAPORN,24
TANASHA,2
TANAVADEE,2
TANAWAN,3
TANAYA,5
TANAZ,5
TANCHANOK,3
TANDI,2
TANDIS,5
TANDRA,3
TANE,2
TANEE,2
TANEM,9
TANG,7
TANGERINE,2
TANGINA,4
TANHA,2
TANIA,600
TÂNIA,2
TANIDA,4
TANIJA,4
TANIKA,4
TANIMA,10
TANISA,3
TANISHA,22
TANISHI,3
TANISHKA,10
TANIT,2
TANITA,15
TANITTA,2
TANIYA,14
TANJA,2129
TANJELA,2
TANJIA,2
TANJILA,7
TANJIMA,4
TANJINA,7
TANKHIL,2
TANKOSAVA,4
TANMAYEE,4
TANMAYI,3
TANNA,2
TANNAZ,45
TANNE,5
TANNEKE,2
TANNI,4
TANNIA,8
TANSEL,2
TANSI,3
TANSU,12
TANTAWAN,2
TANTINE,3
TANU,6
TANUJA,11
TANUSHA,2
TANUSHREE,5
TANUSHRI,2
TANUSREE,3
TANVEER,3
TANVI,32
TANVIR,3
TANWEER,2
TANYA,453
TANYALAK,5
TANYALUK,2
TANYAPAT,3
TANYAPON,2
TANYAPORN,7
TANYARAT,6
TANZEELA,16
TANZELA,2
TANZIA,4
TANZIL,4
TANZILA,19
TANZIMA,2
TANZINA,10
TAO,25
TAORAN,2
TAOTAO,2
TAOUS,2
TAPASI,3
TAPASWI,2
TAPATI,3
TAPIWA,3
TAQIYA,3
TAQIYAH,2
TAQWA,29
TARA,1080
TARABEN,2
TARAF,4
TARAH,12
TARA-LEE,2
TARAN,7
TARANA,21
TARANE,10
TARANEH,53
TARANJEET,2
TARANNOM,3
TARANNUM,3
TARANOM,9
TARARAT,3
TARASHA,2
TARATHIP,2
TARE,2
TAREEFA,5
TAREN,2
TARFA,4
TARHAS,2
TARI,2
TARIA,3
TARIDA,3
TARIFA,3
TARIG,2
TARIK,9
TARIKA,9
TARIKWA,3
TARIN,7
TARINA,11
TARINEE,2
TARINI,3
TARINJA,2
TARIQUA,2
TARITA,6
TARJA,1199
TARJA-LEENA,2
TARJA-LIISA,4
TARLAN,10
TARNIM,2
TARNJIT,2
TARRA,3
TARRANEH,2
TARTEEL,4
TARTIL,7
TARTILA,4
TARU,91
TARUNA,3
TARYN,4
TARZA,25
TASA,3
TASANEE,7
TASFIA,13
TASFIAH,2
TASHA,10
TASHFIA,4
TASHINA,5
TASKEEN,2
TASLEEM,11
TASLIIM,10
TASLIM,15
TASLIMA,39
TASLIN,4
TASMIA,15
TASMIAH,9
TASMIN,9
TASMINE,2
TASMIYAH,2
TASNEAM,2
TASNEEM,146
TASNEIM,3
TASNEM,53
TASNIA,4
TASNIAH,2
TASNIEM,2
TASNIIM,32
TASNIM,391
TASNIMA,4
TASNIME,2
TASNIN,2
TASNOVA,3
TASNUBA,2
TASNUVA,4
TASPIA,2
TASRIMA,2
TASSANA,3
TASSANEE,15
TASSAWAN,2
TASSNEEM,4
TASSNIM,14
TATA,6
TATE,3
TATEV,5
TATEVIK,27
TATHIANA,4
TATI,4
TATIA,8
TATIANA,1173
TATIANE,12
TATIANI,5
TATIJANA,13
TATIYA,2
TATJA,7
TATJAANA,2
TATJANA,678
TATO,2
TATSANA,2
TATSANEE,6
TATSIANA,103
TATTA,2
TATTIANA,2
TATU,2
TATULI,2
TATUM,3
TATYANA,127
TATYANNA,2
TAULANTA,3
TAUNITA,2
TAUS,2
TAVA,4
TAVAN,19
TAVAR,2
TAVEE,2
TAVGA,43
TAVI,4
TAVIA,2
TAVIN,2
TAVLEEN,3
TAVOUS,2
TAWAN,4
TAWANRAT,3
TAWAR,7
TAWBA,4
TAWEE,4
TAWGA,2
TAWHIDA,2
TAWIN,4
TAWISA,2
TAWONGA,2
TAY,5
TAYA,9
TAYABA,2
TAYANA,5
TAYASIR,4
TAYBA,12
TAYBAT,2
TAYBET,3
TAYE,2
TAYEBA,13
TAYEBE,8
TAYEBEH,58
TAYF,3
TAYIBA,5
TAYIBE,5
TAYISIYA,3
TAYLA,6
TAYLAH,2
TAYLER,3
TAYLIE,2
TAYLOR,49
TAYMA,8
TAYMAA,10
TAYMIA,2
TAYMIYAH,2
TAYRA,5
TAYSEER,6
TAYSIR,6
TAYYABA,31
TAYYBA,8
TAYYEBA,10
TAYYEBE,2
TAYYEBEH,7
TAYYIBA,2
TAYYIBAH,2
TAYYIBE,4
TAZEEM,5
TAZHA,2
TAZHAN,9
TAZIA,2
TAZIMA,2
TAZIN,2
TAZINA,2
TAZKIA,7
TAZMEEN,3
TAZMIN,2
TAZNIM,2
TAZRIN,5
TBARAK,2
TBARK,3
TBERH,6
TBLETS,7
TBLEZ,2
TCHILALO,2
TE,4
TEA,1468
TÉA,24
TEABA,2
TEABI,3
TEADORA,4
TEAGAN,2
TEAGHAN,2
TEAH,13
TEAMAR,2
TEAME,3
TEAMU,2
TEARA,2
TEBA,7
TEBAH,2
TEBAREK,7
TEBE,6
TEBELLA,2
TEBEREH,2
TEBERH,12
TEBERIH,3
TEBIAN,2
TEBLETS,6
TEBLETSE,3
TEBLEZ,3
TEBYAN,3
TECHINEE,3
TECIA,2
TECKLA,7
TECLA,4
TED,5
TEDDI,8
TEDDIE,44
TEDDY,35
TEDORA,2
TEE,3
TEEA,7
TEEBA,13
TEEJAN,2
TEELA,4
TEELE,2
TEEMAPORN,2
TEENA,7
TEENAH,2
TEENIE,2
TEERAPORN,3
TEERARAT,2
TEESTA,2
TEFFAHA,3
TEFTA,5
TEGAN,5
TEGEST,5
TEGESTI,3
TEGHESTI,2
TEGIST,6
TEGRA,2
TEGRACE,2
TEGSTI,8
TEHA,3
TEHANI,5
TEHETENA,3
TEHILA,5
TEHILLA,3
TEHILLAH,2
TEHMINA,12
TEHMINE,2
TEHNIAT,2
TEHREEM,19
TEHRES,2
TEHRESE,2
TEHRIM,2
TEHSEEN,7
TEHVIDA,5
TEHZEEB,3
TEI,5
TEIA,7
TEIBA,2
TEIDE,8
TEIJA,322
TEIM,2
TEIMA,3
TEJ,2
TEJA,45
TÉJA,2
TEJAL,7
TEJASHREE,8
TEJASHWINI,2
TEJASREE,2
TEJASVI,2
TEJASWI,9
TEJASWINI,17
TEJE,2
TEJINDER,3
TEJLA,3
TEJMAA,2
TEKA,5
TEKEA,7
TEKIA,2
TEKKLA,3
TEKLA,316
TEKLE,5
TEKMILE,2
TEKOSHIN,2
TELAR,2
TELBA,2
TELDA,2
TELI,5
TELICE,2
TELICIA,2
TELIN,3
TELINA,4
TELINAZ,2
TELISE,2
TELLA,45
TELLAN,2
TELLE,4
TELLERVO,70
TELLI,13
TELLIE,6
TELLY,5
TELMA,177
TELMUUN,2
TELSA,2
TEM,2
TEMA,2
TEMAA,3
TEMAM,4
TEMAR,5
TEMDUANG,3
TEMENUZHKA,3
TEMESGEN,3
TEMILOLA,3
TEMIRA,2
TEMIS,2
TEMITOPE,13
TEMKETU,2
TEMNIT,9
TEMRA,17
TENA,14
TENAGNE,2
TENCY,10
TENDAI,2
TENDO,5
TENENG,3
TENG,5
TENGLA,2
TENIOLA,4
TENITA,2
TENKA,2
TENN,6
TENNA,7
TENNAKOON,2
TENNEH,3
TENNENG,2
TENNESSEE,2
TENSAE,2
TENSIA,2
TENSIE,3
TENSY,5
TENZILA,3
TENZILE,3
TENZIN,12
TEO,6
TEODOR,2
TEODORA,468
TEODÓRA,4
TEODOZJA,4
TEOFILA,11
TEOLINA,6
TEOLINDA,14
TEOLINN,2
TEOMINA,2
TEONA,35
TEOPISTA,3
TERA,3
TERECE,18
TERECIA,3
TERES,177
TERÉS,47
TERESA,1772
TERÉSA,8
TERESA-MARIA,2
TERESE,1780
TERESÉ,27
TERÉSE,351
TÉRESE,9
TÉRÉSE,12
TÉRÈSE,4
TERESIA,701
TERESINHA,3
TERESITA,64
TEREZ,43
TERÉZ,18
TEREZA,172
TEREZE,22
TEREZIA,44
TERÉZIA,18
TEREZIE,4
TEREZIJA,29
TEREZINHA,6
TERFA,3
TERGEL,10
TERHAS,37
TERHI,96
TERI,6
TERINA,2
TERISHA,2
TERIZA,3
TERJA,4
TERJE,16
TERMEH,6
TERNE,2
TERRA,4
TERRI,12
TERRIE,4
TERRY,20
TERSA,2
TERTIL,3
TERTTO,3
TERTTU,622
TERTU,2
TERUKO,2
TERZA,3
TERZO,13
TERZÖ,3
TESA,7
TESANEE,2
TESFA,2
TESFU,3
TESI,2
TESLA,29
TESLIME,3
TESLIN,2
TESMA,6
TESMIJA,2
TESNEEM,2
TESNIM,39
TESS,745
TESSA,103
TESSAN,15
TESSE,2
TESSI,7
TESSIE,39
TESSLA,3
TESSNIM,4
TESSO,3
TESSY,26
TETA,5
TETIANA,273
TETJANA,2
TETTA,3
TETTE,4
TETTI,3
TETYANA,103
TEUFIKA,2
TEULIP,2
TEUTA,176
TEUTE,5
TEUTË,4
TEVHIDE,2
TEVIDE,8
TEWABECH,3
TEWAR,2
TEWELDE,4
TEWEN,7
TEXAS,9
TEYA,20
TEYLA,13
TEYMIA,2
TEYNA,2
TEYODORA,2
TEYSIR,3
TEZ,3
TEZETA,2
TEZLA,2
TEZZ,35
TEZZA,3
THA,5
THABAT,2
THABTHIM,2
THAERA,13
THAERAH,4
THAHAMINA,2
THAI,13
THAINA,4
THAINÁ,2
THAIRA,13
THAIS,44
THAÍS,5
THAÏS,3
THAISA,2
THAISSA,4
THAJILA,2
THAKAA,3
THAKSHILA,3
THAKSINA,2
THALA,3
THALE,7
THALEA,3
THALEIA,4
THALENA,2
THALIA,118
THALÍA,3
THALIN,2
THALITA,9
THALYA,7
THAM,12
THAMALI,2
THAMAR,3
THAMARA,12
THAMERA,4
THAMINA,14
THAMIRA,2
THAMIRES,3
THAMMY,2
THAMONWAN,6
THAN,6
THANA,24
THANAA,87
THANAKARN,2
THANAKORN,2
THANANAN,3
THANANCHANOK,3
THANANYA,11
THANAPA,2
THANAPHA,3
THANAPHAT,4
THANAPHON,12
THANAPHORN,4
THANAPORN,35
THANARAT,3
THANAREE,2
THANAT,2
THANATCHA,8
THANATCHAPORN,2
THANATCHAYA,2
THANATDA,2
THANATPAT,2
THANATPORN,2
THANATTHA,2
